Anio;Dep Id;Dep Nombre;Mun Id;Mun Nombre;VER ID;VER NOMBRE;Ubicacion;AGPRE NOMBRE;Cantidad Muestras;Promedio;Nivel de Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05390;LA PINTADA;053900001;NO APLICA;URBANO;EMPRESAS PÚBLICAS DE LA PINTADA S.A. E.S.P.;31;1,7117;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05400;LA UNION;054000001;NO APLICA;URBANO;EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.;32;0,1109;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05400;LA UNION;054000001;NO APLICA;URBANO;EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.;33;1,391;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;054110000;SIN DATO;RURAL;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO CORREGIMIENTO LA MERCED DEL PLAYÓN;5;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411034;SAN MIGUEL;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO SAN MIGUEL;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411025;MALVAZA;RURAL;ASOCIACIÓN DE USUARIOS ACUEDUCTO MALVAZÁ;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411036;SOBRESABANAS;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO SOBRESABANAS;2;98,6726;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411018;LA MONTAÑITA;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO VEREDA MONTAÑITA;1;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;054110000;SIN DATO;RURAL;ASOCIACIÓN DE USUARIOS ACUEDUCTO EL POTRERO;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411026;MONTENEGRO;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO MONTENEGRO;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411007;EL MORRO;RURAL;JUNTA DE ACCIÓN COMUNAL VEREDA EL MORRO;2;98,6726;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;054110001;NO APLICA;URBANO;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE LIBORINA S.A. E.S.P.;29;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411009;EL SOCORRO;RURAL;JUNTA DE ACCIÓN COMUNAL EL SOCORRO;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411008;EL PORVENIR;RURAL;JUNTA ACCIÓN COMUNAL VEREDA PORVENIR;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411035;SAN PABLO;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO SAN PABLO;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411003;CRISTOBAL;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO CRISTOBAL;2;96,8653;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411001;ABEJAS;RURAL;JUNTA DE ACCIÓN COMUNAL VEREDA LAS ABEJAS;1;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411032;RODAS;RURAL;JUNTA DE ACCIÓN COMUNAL RODAS;1;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411011;ESTANCIAS;RURAL;JUNTA DE ACCIÓN COMUNAL VENTIADERO LAS ESTANCIAS;3;98,2301;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;054110000;SIN DATO;RURAL;JUNTA ACCIÓN COMUNAL VEREDA BARRIO NUEVO;2;96,8653;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411004;CURITI;RURAL;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO CURITI GUAMAL-CURITI;4;91,3717;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411017;LA HONDA;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO LA HONDA;4;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;054110000;SIN DATO;RURAL;ASOCIACIÓN DE USUARIOS DE ACUEDUCTO CARMEN DE LA VENTA ;5;97,1532;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411030;PEREGRINO;RURAL;JUNTA ACCIÓN COMUNAL VEREDA PEREGRINO;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;054110000;SIN DATO;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO MULTIVEREDAL PEÑOLES, CEJA, LA PALMA-LA CEJA;2;98,6726;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411031;PROVINCIAL;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO VEREDA PROVINCIAL;3;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411019;LA PALMA;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO MULTIVEREDAL PEÑOLES, CEJA, LA PALMA -LA PALMA;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411006;EL GUAMAL;RURAL;JUNTA DE ACCIÓN COMUNAL EL GUAMAL;2;97,3451;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05411;LIBORINA;05411015;LA FLORIDA;RURAL;JUNTA DE ACCIÓN COMUNAL LA FLORIDA;2;98,6726;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;05411032;RODAS;RURAL;JUNTA DE ACCIÓN COMUNAL RODAS;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;054110001;NO APLICA;URBANO;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE LIBORINA S.A. E.S.P.;25;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;05411017;LA HONDA;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO LA HONDA;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;05411036;SOBRESABANAS;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO SOBRESABANAS;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;05411006;EL GUAMAL;RURAL;JUNTA DE ACCIÓN COMUNAL EL GUAMAL;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;05411034;SAN MIGUEL;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO SAN MIGUEL;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;05411003;CRISTOBAL;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO CRISTOBAL;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;054110000;SIN DATO;RURAL;ASOCIACIÓN DE USUARIOS DE ACUEDUCTO CARMEN DE LA VENTA ;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;05411004;CURITI;RURAL;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO CURITI GUAMAL-CURITI;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;05411025;MALVAZA;RURAL;ASOCIACIÓN DE USUARIOS ACUEDUCTO MALVAZÁ;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;054110000;SIN DATO;RURAL;JUNTA ACCIÓN COMUNAL VEREDA BARRIO NUEVO;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05411;LIBORINA;05411031;PROVINCIAL;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO VEREDA PROVINCIAL;1;88;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05425;MACEO;054250001;NO APLICA;URBANO;AGUAS DE MACEO EMPRESA DE SERVICIOS PÚBLICOS  E.S.P;22;1,3921;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;05;ANTIOQUIA;05425;MACEO;054250001;NO APLICA;URBANO;AGUAS DE MACEO EMPRESA DE SERVICIOS PÚBLICOS  E.S.P;26;2,9777;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440022;LLANADAS;RURAL;ASOCIACION DE USUARIOS Y PROPIETARIOS DEL ACUEDUCTO RURAL LLANADAS;10;0,2655;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440010;EL ROSARIO;RURAL;ASOCIACIÓN USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL LOS SALTOS - EL ROSARIO;10;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440004;CASCAJO ABAJO;RURAL;ASOCIADOS DEL ACUEDUCTO DE CASCAJO;11;5,7215;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440021;LAS MERCEDES;RURAL;ACUEDUCTO LAS MERCEDES, LA ESPERANZA, LA ESMERALDA Y EL CHAGUALO-EL CHAGUALO;10;2,6549;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440013;LA ASUNCIÓN;RURAL;ASOCIACIÓN USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL LOS SALTOS - EL ROSARIO;11;0,2413;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440028;SANTA CRUZ;RURAL;ASOCIACIÓN DE USUARIOS PROPIETARIOS DEL ACUEDUCTO RURAL ALTO DEL MERCADO;9;2,626;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440009;EL PORVENIR;RURAL;ASOCIACIÓN USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL LOS SALTOS - EL ROSARIO;12;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440014;LA ESMERALDA;RURAL;ACUEDUCTO LAS MERCEDES, LA ESPERANZA, LA ESMERALDA Y EL CHAGUALO-EL CHAGUALO;9;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440020;LA PRIMAVERA;RURAL;ASOCIACION DE USUARIOS PROPIETARIOS DEL ACUEDUCTO RURAL LA PRIMAVERA EL SOCORRO LA ASUNCION Y PARTE DEL ALTO DEL MERCADO;6;6,993;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;054400001;NO APLICA;URBANO;EMPRESA DE SERVICIOS PUBLICOS DE SAN JOSE DE LA MARINILLA E.S.P.;56;0,3456;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440016;LA INMACULADA;RURAL;ASOCIACION DE USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL POZO, LA INMACULADA, MILAGROSA, EL ROSARIO, PORVENIR;12;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440011;EL SOCORRO;RURAL;ASOCIACION DE USUARIOS PROPIETARIOS DEL ACUEDUCTO RURAL LA PRIMAVERA EL SOCORRO LA ASUNCION Y PARTE DEL ALTO DEL MERCADO;6;6,993;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440007;CHOCHO MAYO;RURAL;ASOCIACIÓN USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL LOS SALTOS - EL ROSARIO;12;0,2212;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;054400000;SIN DATO;RURAL;ASOCIADOS DEL ACUEDUCTO DE CASCAJO;10;4,1958;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440003;CAMPO ALEGRE;RURAL;ASOCIADOS DEL ACUEDUCTO DE CASCAJO;11;5,7215;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440015;LA ESPERANZA;RURAL;ACUEDUCTO LAS MERCEDES, LA ESPERANZA, LA ESMERALDA Y EL CHAGUALO-EL CHAGUALO;10;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440007;CHOCHO MAYO;RURAL;ASOCIACIÓN DE USUARIOS PROPIETARIOS DEL ACUEDUCTO RURAL ALTO DEL MERCADO;9;2,626;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440019;LA PEÑA;RURAL;ASOCIACIÓN USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL LOS SALTOS - EL ROSARIO;11;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440029;YARUMOS;RURAL;ASOCIACIÓN USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL LOS SALTOS - EL ROSARIO;9;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440002;BELÉN;RURAL;CORPORACIÓN DE SERVICIOS PÚBLICOS DE BELÉN MARINILLA-CORBELÉN;35;0,8848;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440006;CHAGUALO;RURAL;ACUEDUCTO LAS MERCEDES, LA ESPERANZA, LA ESMERALDA Y EL CHAGUALO-EL CHAGUALO;11;3,1376;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440012;GAVIRIA;RURAL;ASOCIACIÓN DE USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL GAVIRIA SAN JUAN BOSCO - AGUAS;17;5,6767;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440024;SALTO ABAJO;RURAL;ASOCIACIÓN USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL LOS SALTOS - EL ROSARIO;10;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440026;SAN JOSE;RURAL;ASOCIACIÓN DE USUARIOS PROPIETARIOS DEL ACUEDUCTO RURAL ALTO DEL MERCADO;9;2,331;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440013;LA ASUNCIÓN;RURAL;ASOCIACION DE USUARIOS PROPIETARIOS DEL ACUEDUCTO RURAL LA PRIMAVERA EL SOCORRO LA ASUNCION Y PARTE DEL ALTO DEL MERCADO;5;8,3916;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440001;ALTO DEL MERCADO;RURAL;ASOCIACIÓN DE USUARIOS PROPIETARIOS DEL ACUEDUCTO RURAL ALTO DEL MERCADO;9;5,5758;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440009;EL PORVENIR;RURAL;ASOCIACION DE USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL POZO, LA INMACULADA, MILAGROSA, EL ROSARIO, PORVENIR;6;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05;ANTIOQUIA;05440;MARINILLA;05440023;POZO;RURAL;ASOCIACION DE USUARIOS PROPIETARIOS DEL ACUEDUCTO MULTIVEREDAL POZO, LA INMACULADA, MILAGROSA, EL ROSARIO, PORVENIR;4;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
